Time [s],Channel 2,Channel 3
0.000000000,1,0
0.000003388,0,0
0.000003640,0,1
0.000009268,0,0
0.000009518,1,0
0.000015148,0,0
0.000015400,0,1
0.000021028,0,0
0.000021278,1,0
0.000026908,0,0
0.000027160,0,1
0.000032790,0,0
0.000033038,1,0
0.000038668,0,0
0.000038920,0,1
0.000044550,0,0
0.000044798,1,0
0.000050428,0,0
0.000050680,0,1
0.000056310,0,0
0.000056558,1,0
0.000062188,0,0
0.000062440,0,1
0.000068070,0,0
0.000068318,1,0
0.000073948,0,0
0.000074200,0,1
0.000079830,0,0
0.000080080,1,0
0.000085708,0,0
0.000085960,0,1
0.000091590,0,0
0.000091840,1,0
0.000097470,0,0
0.000097722,0,1
0.000103350,0,0
0.000103600,1,0
0.000109230,0,0
0.000109482,0,1
0.000115112,0,0
0.000115360,1,0
0.000120990,0,0
0.000121242,0,1
0.000126872,0,0
0.000127120,1,0
0.000132750,0,0
0.000133002,0,1
0.000138632,0,0
0.000138880,1,0
0.000144510,0,0
0.000144762,0,1
0.000150392,0,0
0.000150640,1,0
0.000156270,0,0
0.000156522,0,1
0.000162152,0,0
0.000162402,1,0
0.000168032,0,0
0.000168282,0,1
0.000173912,0,0
0.000174162,1,0
0.000179792,0,0
0.000180044,0,1
0.000185674,0,0
0.000185922,1,0
0.000191552,0,0
0.000191804,0,1
0.000197434,0,0
0.000197682,1,0
0.000203312,0,0
0.000203564,0,1
0.000209194,0,0
0.000209442,1,0
0.000215072,0,0
0.000215324,0,1
0.000220954,0,0
0.000221202,1,0
0.000226832,0,0
0.000227084,0,1
0.000232714,0,0
0.000232962,1,0
0.000238594,0,0
0.000238844,0,1
0.000244474,0,0
0.000244724,1,0
0.000250354,0,0
0.000250606,0,1
0.000256236,0,0
0.000256484,1,0
0.000262114,0,0
0.000262366,0,1
0.000267994,0,0
0.000268244,1,0
0.000273874,0,0
0.000274126,0,1
0.000279756,0,0
0.000280004,1,0
0.000285634,0,0
0.000285886,0,1
0.000291516,0,0
0.000291764,1,0
0.000297394,0,0
0.000297646,0,1
0.000303276,0,0
0.000303524,1,0
0.000309154,0,0
0.000309406,0,1
0.000315036,0,0
0.000315286,1,0
0.000320916,0,0
0.000321166,0,1
0.000326796,0,0
0.000327046,1,0
0.000332676,0,0
0.000332928,0,1
0.000338556,0,0
0.000338806,1,0
0.000344436,0,0
0.000344688,0,1
0.000350318,0,0
0.000350566,1,0
0.000356196,0,0
0.000356448,0,1
0.000362078,0,0
0.000362326,1,0
0.000367956,0,0
0.000368208,0,1
0.000373838,0,0
0.000374086,1,0
0.000379716,0,0
0.000379968,0,1
0.000385598,0,0
0.000385846,1,0
0.000391476,0,0
0.000391728,0,1
0.000397358,0,0
0.000397608,1,0
0.000403236,0,0
0.000403488,0,1
0.000409118,0,0
0.000409368,1,0
0.000414998,0,0
0.000415250,0,1
0.000420878,0,0
0.000421128,1,0
0.000426758,0,0
0.000427010,0,1
0.000432640,0,0
0.000432888,1,0
0.000438518,0,0
0.000438770,0,1
0.000444400,0,0
0.000444648,1,0
0.000450278,0,0
0.000450530,0,1
0.000456160,0,0
0.000456408,1,0
0.000462038,0,0
0.000462290,0,1
0.000467920,0,0
0.000468170,1,0
0.000473798,0,0
0.000474050,0,1
0.000479680,0,0
0.000479930,1,0
0.000485560,0,0
0.000485810,0,1
0.000491440,0,0
0.000491690,1,0
0.000497320,0,0
0.000497572,0,1
0.000503200,0,0
0.000503450,1,0
0.000509080,0,0
0.000509332,0,1
0.000514962,0,0
0.000515210,1,0
0.000520840,0,0
0.000521092,0,1
0.000526722,0,0
0.000526970,1,0
0.000532600,0,0
0.000532852,0,1
0.000538482,0,0
0.000538732,1,0
0.000544360,0,0
0.000544612,0,1
0.000550242,0,0
0.000550492,1,0
0.000556122,0,0
0.000556372,0,1
0.000562002,0,0
0.000562252,1,0
0.000567882,0,0
0.000568132,0,1
0.000573762,0,0
0.000574012,1,0
0.000579642,0,0
0.000579894,0,1
0.000585522,0,0
0.000585772,1,0
0.000591402,0,0
0.000591654,0,1
0.000597284,0,0
